Duration,Country,Year,NumTrips
1 night or over,Hungary,2018,18559360
1 night or over,Hungary,2019,19051406
1 night or over,Hungary,2020,9690202
1 night or over,Hungary,2021,10832887
1 night or over,Hungary,2022,15297544
1 night or over,Hungary,2023,16198655
1 night or over,Ireland,2012,11116378
1 night or over,Ireland,2013,11132809
1 night or over,Ireland,2014,11372091
1 night or over,Ireland,2015,11720060
1 night or over,Ireland,2016,12406347
1 night or over,Ireland,2017,13379728
1 night or over,Ireland,2018,14620524
1 night or over,Ireland,2019,15689226
1 night or over,Ireland,2020,7648824
1 night or over,Ireland,2021,6127487
1 night or over,Ireland,2022,16961759
1 night or over,Ireland,2023,17630155
1 night or over,Italy,2012,55155456
1 night or over,Italy,2013,46424986
1 night or over,Italy,2014,46881229
1 night or over,Italy,2015,43875348
1 night or over,Italy,2016,50828763
1 night or over,Italy,2017,50794932
1 night or over,Italy,2018,59337852
1 night or over,Italy,2019,54538932
1 night or over,Italy,2020,29769407
1 night or over,Italy,2021,33442757
1 night or over,Italy,2022,43568101
1 night or over,Italy,2023,41088808
1 night or over,Latvia,2012,4752603
1 night or over,Latvia,2013,3980389
1 night or over,Latvia,2014,4369740
1 night or over,Latvia,2015,3972359
1 night or over,Latvia,2016,4071859
1 night or over,Latvia,2017,3969184
1 night or over,Latvia,2018,3722889
1 night or over,Latvia,2019,3728515
1 night or over,Latvia,2020,1710120
1 night or over,Latvia,2021,2789931
1 night or over,Latvia,2022,3939978
1 night or over,Latvia,2023,4329881
1 night or over,Lithuania,2012,3591817
1 night or over,Lithuania,2013,3697248
1 night or over,Lithuania,2014,3740470
1 night or over,Lithuania,2015,3796313
1 night or over,Lithuania,2016,3757500
1 night or over,Lithuania,2017,3788279
1 night or over,Lithuania,2018,4067849
1 night or over,Lithuania,2019,4299140
1 night or over,Lithuania,2020,2637489
1 night or over,Lithuania,2021,3342817
1 night or over,Lithuania,2022,4637125
1 night or over,Lithuania,2023,5084292
1 night or over,Luxembourg,2012,1354875
1 night or over,Luxembourg,2013,1404240
1 night or over,Luxembourg,2014,1540940
1 night or over,Luxembourg,2015,1471638
1 night or over,Luxembourg,2016,1411381
1 night or over,Luxembourg,2017,1975826
1 night or over,Luxembourg,2018,2068951
1 night or over,Luxembourg,2019,2071537
1 night or over,Luxembourg,2020,1388693
1 night or over,Luxembourg,2021,1784687
1 night or over,Luxembourg,2022,2663071
1 night or over,Luxembourg,2023,2831225
1 night or over,Malta,2012,437605
1 night or over,Malta,2013,457866
1 night or over,Malta,2014,485803
1 night or over,Malta,2015,517739
1 night or over,Malta,2016,637075
1 night or over,Malta,2017,688388
1 night or over,Malta,2018,752720
1 night or over,Malta,2019,785453
1 night or over,Malta,2020,500528
1 night or over,Malta,2021,599243
1 night or over,Malta,2022,865837
1 night or over,Malta,2023,1087320
1 night or over,Montenegro,2016,1374144
1 night or over,Montenegro,2017,1270386
1 night or over,Netherlands,2012,44231312
1 night or over,Netherlands,2013,41109704
1 night or over,Netherlands,2014,40200462
1 night or over,Netherlands,2015,39309747
1 night or over,Netherlands,2016,40251419
1 night or over,Netherlands,2017,41545466
1 night or over,Netherlands,2018,41009898
1 night or over,Netherlands,2019,42583347
1 night or over,Netherlands,2020,26617535
1 night or over,Netherlands,2021,41330407
1 night or over,Netherlands,2022,41989800
1 night or over,Netherlands,2023,44135885
1 night or over,North Macedonia,2019,534230
1 night or over,North Macedonia,2020,288966
1 night or over,North Macedonia,2021,461664
1 night or over,Norway,2013,15919247
1 night or over,Norway,2014,19137212
1 night or over,Norway,2015,17879796
1 night or over,Norway,2016,17453107
1 night or over,Norway,2017,18374095
1 night or over,Norway,2018,22236771
1 night or over,Norway,2021,20231575
1 night or over,Norway,2022,25104032
1 night or over,Norway,2023,24074584
1 night or over,Poland,2012,45393594
1 night or over,Poland,2013,47381735
1 night or over,Poland,2014,46601121
1 night or over,Poland,2015,48700497
1 night or over,Poland,2016,52548595
1 night or over,Poland,2017,55176857
1 night or over,Poland,2018,57605263
1 night or over,Poland,2019,60624660
1 night or over,Poland,2020,42760021
1 night or over,Poland,2021,50799165
1 night or over,Poland,2022,60469189
1 night or over,Poland,2023,62464709
1 night or over,Portugal,2012,12827024
1 night or over,Portugal,2013,13658478
1 night or over,Portugal,2014,13203235
1 night or over,Portugal,2015,14171255
1 night or over,Portugal,2016,14375075
1 night or over,Portugal,2017,16025008
1 night or over,Portugal,2018,16539484
1 night or over,Portugal,2019,18576455
1 night or over,Portugal,2020,11468879
1 night or over,Portugal,2021,13656709
1 night or over,Portugal,2022,17464959
1 night or over,Portugal,2023,18408222
1 night or over,Romania,2012,16410642
1 night or over,Romania,2013,17177613
1 night or over,Romania,2014,16855253
1 night or over,Romania,2015,16070931
1 night or over,Romania,2016,16768435
1 night or over,Romania,2017,17270735
1 night or over,Romania,2018,17831849
1 night or over,Romania,2019,18751902
1 night or over,Romania,2020,11409029
1 night or over,Romania,2021,16956911
1 night or over,Romania,2022,17879468
1 night or over,Romania,2023,20977578
1 night or over,Serbia,2018,1548475
1 night or over,Slovakia,2012,5969134
1 night or over,Slovakia,2013,5733000
1 night or over,Slovakia,2014,5983576
1 night or over,Slovakia,2015,6984050
1 night or over,Slovakia,2016,8315679
1 night or over,Slovakia,2017,9321385
1 night or over,Slovakia,2018,10740338
1 night or over,Slovakia,2019,12053384
1 night or over,Slovakia,2020,4994776
1 night or over,Slovakia,2021,5926636
1 night or over,Slovakia,2022,9760240
1 night or over,Slovakia,2023,10996056
1 night or over,Slovenia,2012,4054317
1 night or over,Slovenia,2013,4216638
1 night or over,Slovenia,2014,4044835
1 night or over,Slovenia,2015,3869157
1 night or over,Slovenia,2016,4055686
1 night or over,Slovenia,2017,4288161
1 night or over,Slovenia,2018,4575093
1 night or over,Slovenia,2019,4305022
1 night or over,Slovenia,2020,2252926
1 night or over,Slovenia,2021,4962591
1 night or over,Slovenia,2022,5412733
1 night or over,Slovenia,2023,7063397
1 night or over,Spain,2012,124268339
1 night or over,Spain,2013,121547454
1 night or over,Spain,2014,118949657
1 night or over,Spain,2015,129381060
1 night or over,Spain,2016,136718002
1 night or over,Spain,2017,144731444
1 night or over,Spain,2018,146661580
1 night or over,Spain,2019,145713398
1 night or over,Spain,2020,76102977
1 night or over,Spain,2021,109029569
1 night or over,Spain,2022,131651380
1 night or over,Spain,2023,138318957
1 night or over,Sweden,2014,32223146
1 night or over,Sweden,2015,35254954
1 night or over,Sweden,2016,35049431
1 night or over,Sweden,2017,48302587
1 night or over,Sweden,2018,44870473
1 night or over,Sweden,2019,44927054
1 night or over,Sweden,2020,47682692
1 night or over,Sweden,2021,50402910
1 night or over,Sweden,2022,65222248
1 night or over,Switzerland,2012,16890799
1 night or over,Switzerland,2013,18442005
1 night or over,Switzerland,2014,17838543
1 night or over,Switzerland,2015,18820168
1 night or over,Switzerland,2016,18955034
1 night or over,Switzerland,2017,20653678
1 night or over,Switzerland,2018,20405245
1 night or over,Switzerland,2019,18493170
1 night or over,Switzerland,2020,12910825
1 night or over,Switzerland,2021,13439533
1 night or over,Switzerland,2022,17694674
4 nights or over,Albania,2017,1403529
4 nights or over,Albania,2019,1988007
4 nights or over,Albania,2020,1184714
4 nights or over,Austria,2012,9406262
4 nights or over,Austria,2013,9201677
4 nights or over,Austria,2014,8781517
4 nights or over,Austria,2015,8722921
4 nights or over,Austria,2016,9582841
4 nights or over,Austria,2017,9615054
4 nights or over,Austria,2018,9614109
4 nights or over,Austria,2019,9883667
4 nights or over,Austria,2020,5013080
4 nights or over,Austria,2021,7366478
4 nights or over,Austria,2022,11060697
4 nights or over,Austria,2023,12595746
4 nights or over,Belgium,2012,6512385
4 nights or over,Belgium,2013,7916016
4 nights or over,Belgium,2014,7746327
4 nights or over,Belgium,2015,7603997
4 nights or over,Belgium,2016,9174698
4 nights or over,Belgium,2017,8278090
4 nights or over,Belgium,2018,9292785
4 nights or over,Belgium,2019,10132456
4 nights or over,Belgium,2020,5019067
4 nights or over,Belgium,2021,6682016
4 nights or over,Belgium,2022,10139785
4 nights or over,Belgium,2023,10560850
4 nights or over,Bulgaria,2012,1347231
4 nights or over,Bulgaria,2013,1702929
4 nights or over,Bulgaria,2014,1532800
4 nights or over,Bulgaria,2015,1358871
4 nights or over,Bulgaria,2016,1673758
4 nights or over,Bulgaria,2017,2352700
4 nights or over,Bulgaria,2018,2269449
4 nights or over,Bulgaria,2019,2186699
4 nights or over,Bulgaria,2020,1144064
4 nights or over,Bulgaria,2021,1325836
4 nights or over,Bulgaria,2022,1974871
4 nights or over,Bulgaria,2023,2272269
4 nights or over,Croatia,2012,3202089
4 nights or over,Croatia,2013,3519186
4 nights or over,Croatia,2014,2759732
4 nights or over,Croatia,2015,2874750
4 nights or over,Croatia,2016,1798542
4 nights or over,Croatia,2017,2066163
4 nights or over,Croatia,2018,2139810
4 nights or over,Croatia,2019,2377089
4 nights or over,Croatia,2020,1329481
4 nights or over,Croatia,2021,1801662
4 nights or over,Croatia,2022,1996329
4 nights or over,Croatia,2023,2387583
4 nights or over,Cyprus,2012,1051122
4 nights or over,Cyprus,2013,1121540
4 nights or over,Cyprus,2014,1159140
4 nights or over,Cyprus,2015,957565
4 nights or over,Cyprus,2016,1082291
4 nights or over,Cyprus,2017,1112588
4 nights or over,Cyprus,2018,1157833
4 nights or over,Cyprus,2019,1210050
4 nights or over,Cyprus,2020,539894
4 nights or over,Cyprus,2021,586116
4 nights or over,Cyprus,2022,1123241
4 nights or over,Cyprus,2023,1374372
4 nights or over,Czechia,2012,11726904
4 nights or over,Czechia,2013,11281952
4 nights or over,Czechia,2014,11733061
4 nights or over,Czechia,2015,11290363
4 nights or over,Czechia,2016,12629643
4 nights or over,Czechia,2017,13022708
4 nights or over,Czechia,2018,12873664
4 nights or over,Czechia,2019,13514706
4 nights or over,Czechia,2020,9275387
4 nights or over,Czechia,2021,10426056
4 nights or over,Czechia,2022,13313170
4 nights or over,Czechia,2023,12503240
4 nights or over,Denmark,2012,7573143
4 nights or over,Denmark,2013,7710422
4 nights or over,Denmark,2014,8101036
4 nights or over,Denmark,2015,7904095
4 nights or over,Denmark,2016,7411909
4 nights or over,Denmark,2017,7839728
4 nights or over,Denmark,2018,7676198
4 nights or over,Denmark,2019,10925602
4 nights or over,Denmark,2020,6691235
4 nights or over,Denmark,2021,5304240
4 nights or over,Denmark,2022,6499608
4 nights or over,Denmark,2023,6642820
4 nights or over,Estonia,2012,700595
4 nights or over,Estonia,2013,668052
4 nights or over,Estonia,2014,752679
4 nights or over,Estonia,2015,777821
4 nights or over,Estonia,2016,750531
4 nights or over,Estonia,2017,812155
4 nights or over,Estonia,2018,1189846
4 nights or over,Estonia,2019,1062320
4 nights or over,Estonia,2020,469376
4 nights or over,Estonia,2021,586081
4 nights or over,Estonia,2022,807956
4 nights or over,Estonia,2023,1032521
4 nights or over,European Union - 27 countries (from 2020),2012,402020850
4 nights or over,European Union - 27 countries (from 2020),2013,406669090
4 nights or over,European Union - 27 countries (from 2020),2014,401906190
4 nights or over,European Union - 27 countries (from 2020),2015,393806595
4 nights or over,European Union - 27 countries (from 2020),2016,407939849
4 nights or over,European Union - 27 countries (from 2020),2017,429168798
4 nights or over,European Union - 27 countries (from 2020),2018,455732440
4 nights or over,European Union - 27 countries (from 2020),2019,457414301
4 nights or over,European Union - 27 countries (from 2020),2020,276299056
4 nights or over,European Union - 27 countries (from 2020),2021,339568213
4 nights or over,European Union - 27 countries (from 2020),2022,442240965
4 nights or over,European Union - 27 countries (from 2020),2023,468203527
4 nights or over,Finland,2012,8877013
4 nights or over,Finland,2013,8749880
4 nights or over,Finland,2014,8810039
4 nights or over,Finland,2015,8939302
4 nights or over,Finland,2016,9021970
4 nights or over,Finland,2017,9041654
4 nights or over,Finland,2018,9683781
4 nights or over,Finland,2019,10238428
4 nights or over,Finland,2020,7895828
4 nights or over,Finland,2021,8959267
4 nights or over,Finland,2022,10807669
4 nights or over,Finland,2023,9623946
4 nights or over,France,2012,97235511
4 nights or over,France,2013,98948441
4 nights or over,France,2014,100347449
4 nights or over,France,2015,89329740
4 nights or over,France,2016,87750211
4 nights or over,France,2017,90845193
4 nights or over,France,2018,92474320
4 nights or over,France,2019,88738945
4 nights or over,France,2020,68205709
4 nights or over,France,2021,79080106
4 nights or over,France,2022,90139145
4 nights or over,France,2023,91920200
4 nights or over,Germany,2012,100981271
4 nights or over,Germany,2013,104975409
4 nights or over,Germany,2014,103159264
4 nights or over,Germany,2015,105194733
4 nights or over,Germany,2016,109296731
4 nights or over,Germany,2017,108307676
4 nights or over,Germany,2018,124260670
4 nights or over,Germany,2019,117661312
4 nights or over,Germany,2020,61521129
4 nights or over,Germany,2021,76852294
4 nights or over,Germany,2022,109393255
4 nights or over,Germany,2023,121533095
4 nights or over,Greece,2012,4028945
4 nights or over,Greece,2013,3737582
4 nights or over,Greece,2014,4277788
4 nights or over,Greece,2015,3872789
4 nights or over,Greece,2016,3759235
4 nights or over,Greece,2017,4347179
4 nights or over,Greece,2018,4638057
4 nights or over,Greece,2019,4323327
4 nights or over,Greece,2020,3388469
4 nights or over,Greece,2021,3768137
4 nights or over,Greece,2022,4875641
4 nights or over,Greece,2023,5064424
4 nights or over,Hungary,2012,5736017
4 nights or over,Hungary,2013,5341910
4 nights or over,Hungary,2014,5526540
4 nights or over,Hungary,2015,5741856
4 nights or over,Hungary,2016,5688460
4 nights or over,Hungary,2017,5870300
4 nights or over,Hungary,2018,6602528
4 nights or over,Hungary,2019,6876001
4 nights or over,Hungary,2020,3166078
4 nights or over,Hungary,2021,3676760
4 nights or over,Hungary,2022,5356219
4 nights or over,Hungary,2023,6214711
4 nights or over,Ireland,2012,4686048
4 nights or over,Ireland,2013,4665614
4 nights or over,Ireland,2014,4581775
4 nights or over,Ireland,2015,4734582
4 nights or over,Ireland,2016,5178276
4 nights or over,Ireland,2017,5366808
4 nights or over,Ireland,2018,5532362
4 nights or over,Ireland,2019,6264201
4 nights or over,Ireland,2020,2391500
4 nights or over,Ireland,2021,2249957
4 nights or over,Ireland,2022,6276033
4 nights or over,Ireland,2023,6780222
4 nights or over,Italy,2012,28869134
4 nights or over,Italy,2013,26427292
4 nights or over,Italy,2014,24746615
4 nights or over,Italy,2015,22482744
4 nights or over,Italy,2016,25404215
4 nights or over,Italy,2017,26734243
4 nights or over,Italy,2018,30330608
4 nights or over,Italy,2019,29834849
4 nights or over,Italy,2020,16373646
4 nights or over,Italy,2021,20805137
4 nights or over,Italy,2022,25355158
4 nights or over,Italy,2023,24297563
4 nights or over,Latvia,2012,980405
4 nights or over,Latvia,2013,880535
4 nights or over,Latvia,2014,1225735
4 nights or over,Latvia,2015,929266
4 nights or over,Latvia,2016,847947
4 nights or over,Latvia,2017,884203
4 nights or over,Latvia,2018,919002
4 nights or over,Latvia,2019,1047143
4 nights or over,Latvia,2020,439106
4 nights or over,Latvia,2021,618371
4 nights or over,Latvia,2022,962476
4 nights or over,Latvia,2023,1223706
4 nights or over,Lithuania,2012,1353776
4 nights or over,Lithuania,2013,1476015
4 nights or over,Lithuania,2014,1450743
4 nights or over,Lithuania,2015,1456607
4 nights or over,Lithuania,2016,1480332
4 nights or over,Lithuania,2017,1537751
4 nights or over,Lithuania,2018,1687802
4 nights or over,Lithuania,2019,1736008
4 nights or over,Lithuania,2020,722018
4 nights or over,Lithuania,2021,847094
4 nights or over,Lithuania,2022,1555990
4 nights or over,Lithuania,2023,1714654
4 nights or over,Luxembourg,2012,839895
4 nights or over,Luxembourg,2013,864663
4 nights or over,Luxembourg,2014,917353
4 nights or over,Luxembourg,2015,907097
4 nights or over,Luxembourg,2016,946184
4 nights or over,Luxembourg,2017,1257502
4 nights or over,Luxembourg,2018,1280379
4 nights or over,Luxembourg,2019,1227260
4 nights or over,Luxembourg,2020,830766
4 nights or over,Luxembourg,2021,1111832
4 nights or over,Luxembourg,2022,1697906
4 nights or over,Luxembourg,2023,1699794
4 nights or over,Malta,2012,225130
4 nights or over,Malta,2013,234405
4 nights or over,Malta,2014,262836
4 nights or over,Malta,2015,284129
4 nights or over,Malta,2016,305566
4 nights or over,Malta,2017,375318
4 nights or over,Malta,2018,432315
4 nights or over,Malta,2019,451804
4 nights or over,Malta,2020,169506
4 nights or over,Malta,2021,242635
4 nights or over,Malta,2022,443547
4 nights or over,Malta,2023,553880
4 nights or over,Montenegro,2016,650798
4 nights or over,Montenegro,2017,564228
4 nights or over,Netherlands,2012,21097116
4 nights or over,Netherlands,2013,20121536
4 nights or over,Netherlands,2014,19765233
4 nights or over,Netherlands,2015,19688996
4 nights or over,Netherlands,2016,20499659
4 nights or over,Netherlands,2017,21408473
4 nights or over,Netherlands,2018,21816612
4 nights or over,Netherlands,2019,22623834
4 nights or over,Netherlands,2020,12694006
4 nights or over,Netherlands,2021,17732955
4 nights or over,Netherlands,2022,22778447
4 nights or over,Netherlands,2023,23798359
4 nights or over,North Macedonia,2019,351790
4 nights or over,North Macedonia,2020,119437
4 nights or over,North Macedonia,2021,266647
4 nights or over,Norway,2013,7314873
4 nights or over,Norway,2014,8674217
4 nights or over,Norway,2015,8165309
4 nights or over,Norway,2016,7950392
4 nights or over,Norway,2017,8525153
4 nights or over,Norway,2018,8248829
4 nights or over,Norway,2021,7131867
4 nights or over,Norway,2022,10267438
4 nights or over,Norway,2023,9608572
4 nights or over,Poland,2012,20138812
4 nights or over,Poland,2013,22926714
4 nights or over,Poland,2014,22550668
4 nights or over,Poland,2015,23628502
4 nights or over,Poland,2016,25269378
4 nights or over,Poland,2017,26497134
4 nights or over,Poland,2018,27929270
4 nights or over,Poland,2019,29773064
4 nights or over,Poland,2020,20168638
4 nights or over,Poland,2021,24138076
4 nights or over,Poland,2022,29920495
4 nights or over,Poland,2023,30894988
4 nights or over,Portugal,2012,3865369
4 nights or over,Portugal,2013,4583479
4 nights or over,Portugal,2014,3910111
4 nights or over,Portugal,2015,4374940
4 nights or over,Portugal,2016,4116601
4 nights or over,Portugal,2017,4859827
4 nights or over,Portugal,2018,4930208
4 nights or over,Portugal,2019,5830899
4 nights or over,Portugal,2020,4076046
4 nights or over,Portugal,2021,4821518
4 nights or over,Portugal,2022,5635108
4 nights or over,Portugal,2023,5932309
4 nights or over,Romania,2012,6705909
4 nights or over,Romania,2013,6776513
4 nights or over,Romania,2014,6523442
4 nights or over,Romania,2015,5924906
4 nights or over,Romania,2016,6170965
4 nights or over,Romania,2017,6123453
4 nights or over,Romania,2018,6694756
4 nights or over,Romania,2019,7611376
4 nights or over,Romania,2020,4368132
4 nights or over,Romania,2021,6475235
4 nights or over,Romania,2022,6985446
4 nights or over,Romania,2023,8062760
4 nights or over,Serbia,2018,824608
4 nights or over,Slovakia,2012,3646841
4 nights or over,Slovakia,2013,2746186
4 nights or over,Slovakia,2014,2497822
4 nights or over,Slovakia,2015,3169254
4 nights or over,Slovakia,2016,3376634
4 nights or over,Slovakia,2017,3838109
4 nights or over,Slovakia,2018,4543852
4 nights or over,Slovakia,2019,5316037
4 nights or over,Slovakia,2020,1646365
4 nights or over,Slovakia,2021,2302506
4 nights or over,Slovakia,2022,3644388
4 nights or over,Slovakia,2023,4454726
4 nights or over,Slovenia,2012,1563876
4 nights or over,Slovenia,2013,1539812
4 nights or over,Slovenia,2014,1464992
4 nights or over,Slovenia,2015,1643712
4 nights or over,Slovenia,2016,1732994
4 nights or over,Slovenia,2017,1594365
4 nights or over,Slovenia,2018,1821005
4 nights or over,Slovenia,2019,1737851
4 nights or over,Slovenia,2020,1031194
4 nights or over,Slovenia,2021,1795024
4 nights or over,Slovenia,2022,2290052
4 nights or over,Slovenia,2023,2625973
4 nights or over,Spain,2012,37815133
4 nights or over,Spain,2013,36933418
4 nights or over,Spain,2014,35862958
4 nights or over,Spain,2015,38013087
4 nights or over,Spain,2016,40867817
4 nights or over,Spain,2017,42173922
4 nights or over,Spain,2018,43653521
4 nights or over,Spain,2019,44450192
4 nights or over,Spain,2020,23736927
4 nights or over,Spain,2021,33739503
4 nights or over,Spain,2022,42561715
4 nights or over,Spain,2023,46287507
4 nights or over,Sweden,2014,11458535
4 nights or over,Sweden,2015,11999969
4 nights or over,Sweden,2016,12122463
4 nights or over,Sweden,2017,23006504
4 nights or over,Sweden,2018,20287697
4 nights or over,Sweden,2019,20379181
4 nights or over,Sweden,2020,13992412
4 nights or over,Sweden,2021,16273323
4 nights or over,Sweden,2022,24646616
4 nights or over,Switzerland,2012,9761174
4 nights or over,Switzerland,2013,10005088
4 nights or over,Switzerland,2014,10200668
4 nights or over,Switzerland,2015,10400613
4 nights or over,Switzerland,2016,11179228
4 nights or over,Switzerland,2017,12055915
4 nights or over,Switzerland,2018,11987905
4 nights or over,Switzerland,2019,10793517
4 nights or over,Switzerland,2020,7220380
4 nights or over,Switzerland,2021,7555836
4 nights or over,Switzerland,2022,10633610
